run_name,model_name,seed,val_accuracy,val_precision_macro,val_recall_macro,val_f1_macro,val_f1_weighted,test_accuracy,test_precision_macro,test_recall_macro,test_f1_macro,test_f1_weighted,test_f1_negative,test_f1_neutral,test_f1_positive,n_train,n_val,n_test
finbert_target_finetuned_seed42,ProsusAI/finbert,42,0.8819832402234636,0.8476499019778463,0.8605022661971556,0.8538931584819393,0.8825389222964415,0.8818105616093881,0.8404607113316791,0.8631929093525912,0.8511757179169832,0.8828740635528569,0.7967914438502673,0.915710068875041,0.841025641025641,12950,1432,2386
